,date,name,generic_name,comments,overall_ratings,years_use,uses,manufacturers,rating
1955,2018-12-18,levonorgestrel,levonorgestrel,I do NOT recommend this pill!!!! I’ve taken plan b before and it did not have the same side effects at all. Plan B is more expensive but definitely worth it. I took this pill about 48 hours after sex and everything was fine at first. I then started my cycle about 15 days earlier than usual which I assumed was normal because I think it says it can either make your period early or late. Anyway my period has lasted about 9 days now (and counting!!). This seems insane to me considering my periods usually don’t even last the full 5 days. I have also had breast tenderness  since I even took the pill and got really bad cramps during the first few days of my period. In the end I guess it got the job done because I’m not pregnant. However I will never take this pill again. I strongly suggest taking the Plan B over this one if you can!!!! I only took Aftera because my pharmacy didn’t have plan B.,7.0,Taken for 1 to 6 months,For Emergency Contraception:,"Teva Pharmaceuticals USA, Inc.",5 / 10
1956,2018-12-18,Gianvi,drospirenone/ethinyl estradiol,This is the first bc pill that that prevented pregnancy and cleared up some mild adult acne without making me crazy.  Every other form of Yaz or other bc pills I've been on had made me an emotional wreck with extreme moodiness. I am happy to report  I have clear skin and a clear happy mind as well.,6.0,Taken for 1 to 6 months,For Acne:,"Teva Pharmaceuticals USA, Inc.",10 / 10
1957,2018-12-17,clindamycin/tretinoin,,"I found this gel great, within a few days I saw results, my skin looked a lot calmer and pores looked better. 

However, it is very drying and makes my skin peel (on my chin) but moisturising often does reduce the amount of peeling and means that my face doesn’t hurt. I moisturise in the morning, midday, and about an hour after I’ve applied the gel, I only get the occasional peeling (but this could also be due to the harsh winter weather drying out my skin). 

I’ve noticed and my family and friends have said that they have noticed a huge improvement in my skin. It’s also evened our the texture slightly to reduce indentations in my skin caused by acne",8.0,Taken for 1 to 6 months,For Acne:,"Teva Pharmaceuticals USA, Inc.",9 / 10
1958,2018-12-17,ParaGard,,"At first I was really skeptical, because there are a lot of bad reviews, but I decided to still try it out anyway. I have never wrote a review on anything in my life, but I love this IUD so much I thought my review might help some people! 
Getting it inserted did cause some pain, it was about two big cramps and then it was in! The next two days I cramped very lightly, just like I would for a period and Advil took the cramping away! 
My first period with the IUD was a bit harsh, medicine and a heating pad helped though and I still went about my normal daily activities. My second period was about the same. 
All of the periods following that were completely back to normal, everything was exactly how it was before I got the IUD. I have had absolutely no physical changes, and I completely forget I have it. I love that it doesn't contain the hormones to change my body and that I never even notice it is there.",6.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",9 / 10
1959,2018-12-17,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,"Do not take this!!! I have never had acne in my life, just started taking this. The first day I took this, I was nauseous. Then week two, I started developing cystic acne all over my face. It has also caused insomnia. I’m going to finish the pack, and try something else. Ladies stay away from this pill!!!",5.0,Taken for less than 1 month,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
1960,2018-12-16,Lessina,ethinyl estradiol/levonorgestrel,"Wow. I started on the third day of my period, which was a Sunday as directed. It’s two weeks later and I’m still on my period (day 17). I have migraines 3-5 times a month usually, but have had them every other day with this. I stopped taking the pill about a week after I started and then had a migraine that lasted four days, even with using my prescription migraine pills. I had a large blood clot as well. I went back to the doctor and they suggested I try to ride it out. Nope. On day 15, my period, which had been light, came back full force and was heavier than it’s ever been. I’m waiting for my body to clear the hormones out, but it’s been just awful. If you have migraines, think twice before taking Lessina.",5.0,Taken for less than 1 month,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
1961,2018-12-16,Qvar RediHaler,beclomethasone,"The old inhaler worked fine. This new redihaler malfunctions. I had used about 40 puffs before it started not coming out properly. I will call the manufacturer to try and get a replacement but I am surprised to see so many others have had similar problems. Do they not test these out before launching? 

The new design is annoyingly big too.",2.0,Taken for 2 to 5 years,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",1 / 10
1962,2018-12-13,Apri,desogestrel/ethinyl estradiol,"I am 20 and have been on this birth control for years. I mean at least 3-4. I can say I have absolutely zero sex drive whatsoever. I didn’t even understand how girls were even interested in sex at my age, or even in the slightest. It made no sense to me. It’s really sucked. I am still on it to this day because I am prescribed accutane and you have to be on a contraceptive to be on it. I haven’t noticed my skin get any better on this but I didn’t even know people switched birth controls and have been living in sadness for years. I don’t know if the sadness is from the birth control or not but it’s also been there for years. I hate these pills with a passion. Don’t be me who feels like an 80 yr old woman with no sex drive and just feels like general garbage",5.0,Taken for 2 to 5 years,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",2 / 10
1963,2018-12-13,Lessina,ethinyl estradiol/levonorgestrel,Would not recommend this birth control at all. Regret ever taking it. I was on Lessina for about 6 weeks when I realized I needed to stop. I was constantly tired and wanted to sleep. My weight stayed the same but I wasn’t on it long enough. I felt like my acne actually got worse- I had painful pimples that didn’t go away for weeks. On top of this I started to lose my self confidence and motivation. I did already have anxiety but was always able to control it but on this birth control my anxiety was terrible and I couldn’t control it- I had to hold myself from having anxiety attacks in school. I would easily get ticked off or upset over the smallest things. I started to experience depression and didn’t feel like myself at all on this pill. Forgot what it was like to feel normal and really happy like I used to be. DON'T TAKE THIS PILL,5.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
1964,2018-12-12,Gianvi,drospirenone/ethinyl estradiol,"I have been on Gianvi for 5 months. The first month I had bad mood swings but that went away. My period is lighter. I still have some PMS symptoms before my period. My moods have been better. 
The pill has cleared my skin. I have not gained any weight. I really like this birth control.",6.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",10 / 10
1965,2018-12-12,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,"Terrible anxiety,  depression,  mood swings with this brand of birth control. I've taken various forms of birth control for 16 years, this pill felt different. Felt awful on it, would not recommend.",5.0,Taken for less than 1 month,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",2 / 10
1966,2018-12-12,Ocella,drospirenone/ethinyl estradiol,"HORRIBLE EXPERIENCE.  Took it two times and was overcome by horrible irritability, depression and ridiculous thoughts.  I am a positive person and this was AWFUL.  As soon as I stopped taking it my mood went back to normal.  I felt as if Dementors (from Harry Potter Series) were sucking my soul.  AVOID!",6.0,Taken for less than 1 month,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
1967,2018-12-11,Lessina,ethinyl estradiol/levonorgestrel,So I started this B.C. About a month ago. Before that I was on Ortho Tri-Cyclen  for almost 3 years. Then all of a sudden I'm switched to this. Anyways I just got my period a day later than I was supposed to. (On the ortho my cycles are every 28 days on the dot!) I'm concerned because I only bled for one day and haven't bled anymore after that for3 days. So not sure if it's switching birth control pills or if it's implantation bleeding. Good luck ladies!,5.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",5 / 10
1968,2018-12-11,clindamycin/tretinoin,,When my daughter started off using Veltin she had very bad acne and it seemed like she was getting an allergic reaction from a retinoid in another product. She used so many products and we were so sure this wasn’t going to work but the dermatologist recommended using Veltin and applying small amounts all over the face before going to bed.  After about a week of using Veltin her acne was gone and she had blemishes left and then after about a month her face was clear. It has been 6 months and she’s  still using it to prevent future acne and the results are amazing!,8.0,Taken for 1 to 6 months,Veltin (clindamycin / tretinoin) for Acne:,"Teva Pharmaceuticals USA, Inc.",10 / 10
1969,2018-12-10,Apri,desogestrel/ethinyl estradiol,"I was switched from Junel to Apri because of breakthrough bleeding. While that has been fixed, Apri has some pretty serious negative side effects for me. My mood is completely unstable and swings terribly and my anxiety is uncontrollable. Sex drive is basically non existent. Other than that, no weight gain, acne, lighter periods and less painful cramping (my cramps were unbearable before)",5.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",7 / 10
1970,2018-12-10,Seasonique,ethinyl estradiol/levonorgestrel,"I've been on this birth control for about a year, and I like it just fine. It can be so hard to find a birth control that is right for you! This one is great because you only have to have a period every three months! I've read a few reviews that say they skip the sugar pills and forego having a period. I've tried that twice and both times I had a ton of breakthrough bleeding and basically had my period anyway. Maybe it's different for everyone. I have started getting migraines occasionally lately, which isn't normal for me. I think this may be a side effect of this pill that is fairly common. Other than that, the pill has worked really well for me! It doesn't make me gain weight, which was an issue for me with other pills.",5.0,Taken for 6 months to 1 year,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",7 / 10
1971,2018-12-08,Nuvigil,armodafinil,"Been telling Drs 20yrs about being excessively tired. Finally broke down bawling to my current Dr this year, she sent me for  Multiple Sleep Latency Test (MSLT) and I failed test. Finally had my diagnosis. Dr put me on Ritalin LA 20mg, lost potency within 5 days, increased dose to 30mg, still didn't work, seen sleep specialist, he put me on nuvigil, took it couple days, did not help at all! In fact it made me feel like I was going through withdraw from suboxone I take and felt it made narcolepsy worse. I take suboxone because 10yrs ago I used pain pills to ""give me energy"", I got addicted to pain pills obviously. Been on suboxone 6yrs. I was hoping I finally have a diagnosis of narcolepsy I could get on right meds and get off suboxone. My Dr wanted to put me on ritalin 20mg LA for morning and ritalin 10mg for afternoon but insurance wouldn't cover it. Only  30mg as a whole. I honestly think the dose she wanted to put me on would have helped but the insurance knows best right? Makes me so mad!",7.0,,For Narcolepsy:,"Teva Pharmaceuticals USA, Inc.",1 / 10
1972,2018-12-07,Junel 1/20,ethinyl estradiol/norethindrone,"Has to switch to this after being on Loestrin for years because it got too expensive. First month no symptoms, second and third month I got my period twice. Gained weight and broke out which never happened before Loestrin or during. Would feel sick during my period. Emotions of depression and anxiety would kick in severely before and during my period. Since I would get it twice a month, I would only feel slightly normal a week out of the month. Cramps were insanely painful. Breast became so painful by the third month, just wearing a shirt or bra hurt. I am so glad I found these reviews because I thought I was losing it. After much research I stopped taking Junel the second I realized it was the cause.",6.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
1973,2018-12-06,CamreseLo,ethinyl estradiol/levonorgestrel,"I have been using a combination of Camrese Lo/ Lo Seasonique for 8 years now (used Lo Seasonique for about 2 years sometime in the middle. Purely just an insurance company issue). It took a good year/year and a half for my body to fully adjust. I used to get horrible periods with heavy bleeding and cramps so bad that I would have to stay home because I would need a bathroom every hour. After starting this, my periods got lighter and way more manageable. During the first year, I couldn’t get through a whole pack without having some bleeding. Over time, my body got used to it and now, all these years later, I rarely get a period at the end of the pack. If I do, it’s very light and doesn’t last more than a few days. No issues with weight gain or acne. I would certainly recommend this pill, but I would definitely say you have to give it some time for your body to adjust. Getting on a 3 month cycle won’t happen overnight, so be patient.",6.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",10 / 10
1974,2018-12-06,Ocella,drospirenone/ethinyl estradiol,"I took Sprintec years ago which initially worsened my skin and caused severe depression. Since taking Ocella for almost 6 months I’ve had great experiences. My skin is great, I barely have any cramps (before I had extremely severe cramps and heavy flow), and my flow has lightened. I am really happy with this birth control.",6.0,Taken for 1 to 6 months,For Acne:,"Teva Pharmaceuticals USA, Inc.",9 / 10
1975,2018-12-05,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,"I took this for 15 years. It gave me high blood pressure and increased heart rate 102-108bpm.  No moods swings or pregnancies. Regulated my period, reduced my cramps, and made my endometriosis go away. I switched to another BC and the high blood pressure stopped and the heart rate is at 100bpm.",3.0,Taken for 10 years or more,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
1976,2018-12-05,ProAir RespiClick,albuterol,"This NOT a rescue inhaler, in spite of it's marketing. As many have stated on here in the past, when you are having an asthma attack, you can't breath in deeply or quickly enough to get an adequate dose and in between each dose you have to close the cap, shake and reopen it.   I guess this company will need to be sued when someone dies from an asthma attack to make the FDA pull it off the market. Totally useless.",1.0,Taken for less than 1 month,"For Asthma, acute:","Teva Pharmaceuticals USA, Inc.",1 / 10
1977,2018-12-05,clindamycin/tretinoin,,"The medication had severely dried up my skin. It is constantly peeling. Everything I do to it burns it so bad I want to cry. I can’t even touch around my under eyes. If helped clear up my acne decently fast. I’m going to keep using, but I hope the side effects go away SOON.",8.0,Taken for less than 1 month,Veltin (clindamycin / tretinoin) for Acne:,"Teva Pharmaceuticals USA, Inc.",4 / 10
1978,2018-12-03,Qvar RediHaler,beclomethasone,"The changeover to the new dispenser - RediHaler - has been a disaster for me.  About half way through the doses on my first one, it stopped dispensing the medication.   I called the manufacturer who did replace it with a new one.  It is very expensive for the new RediHaler so that was a relief.  Now I am half way through the second one and it is not working again.  It acts as if it is dispensing but I definitely don't feel anything going in my lungs.  I tried to clean it with a rubbing alcohol tissue (like the manufacturer suggested) and it did not work.  I know it is not working because I can feel the asthma in my lungs after being in control for over 6 years.   It is very disheartening.  Also, I have no health insurance until next month which makes it even more nerve racking.  I called my doctor and  he is prescribing me a different daily inhaler so I don't have to deal with this again.",2.0,Taken for 1 to 2 years,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",1 / 10
1979,2018-12-02,ProAir RespiClick,albuterol,"I've been a nurse with a private asthma and allergy practice for nearly 4 years, now.  I have also used the ProAir RespiClick device for my reactive airway symptoms to determine why my patients are complaining that they aren't experiencing any symptom relief with it.  I have no idea how the ProAir RespiClick even made it through trials to be approved for patient use.  This device is only activated if the patient is able to inhale forcefully and deeply enough to cause the powder to be released and inhaled. In the event of an asthmatic episode, the patient is already struggling to breathe deeply/forcefully, hence their urgent need for relief.  If someone can't breathe, it makes no sense that their lifesaving medication won't work unless their lung function isn't compromised. That would be like asking someone who is choking on food to swallow a pill to dislodge the food and save their life.  No common sense here, manufacturers.",1.0,Taken for less than 1 month,"For Asthma, acute:","Teva Pharmaceuticals USA, Inc.",1 / 10
1980,2018-12-02,Claravis,isotretinoin,"I completed two courses of accutane. My acne was never horrible but it was resistant to every other treatment I tried. My first course I took when I was a junior in high school, and I had amazing results. Clear, beautiful skin. When some acne started returning as a junior in college I took a second course, I think 40 mg/day for 5 months.

Near the end of that second course I became really lethargic, paranoid, anxious, and had brain fog and stomach issues. My skin started flushing a lot and still does. My high libido became non-existent.

I finally tried an antidepressant (celexa) for ~6 months in 2016 which helped. As time goes on I'm slowly feeling better, but my libido is still gone. Doctors say I'm healthy.

I just want to say be careful if you choose to take this drug. My first course was amazing and I decided I would be fine doing another one. I regret that decision.",8.0,Taken for 1 to 6 months,For Acne:,"Teva Pharmaceuticals USA, Inc.",3 / 10
1981,2018-11-30,Tri-Lo-Sprintec,ethinyl estradiol/norgestimate,"My pharmacy switched me without informing me from Trinessa to Tri Lo Sprintec. At first I was very skeptical and my mother warned me against taking it, but I have never had any bad experiences with other birth controls before so I figured this would be the same. Immediately I began to notice a change in my appetite as I would eat more than ever before resulting in weight gain. I also had almost no sex drive or desire to do anything with my boyfriend. I felt like I could not be myself as hard as I tried, once my boyfriend approached me about how I had not been myself whatsoever I knew I had to stop taking it. It was upsetting because despite all these side effects it is the first birth control that has ever cleared up my acne which I have struggled with for years.",4.0,Taken for less than 1 month,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",4 / 10
1982,2018-11-30,Ajovy,fremanezumab,"I have had daily headaches & migraines for over 7 years. My doctor started me on Aimovig first. After two doses, she switched me to Ajovy.  I took my first dose in October.  So far, I have had no redness or pain at injection site.  I've had no constipation, as long as I drink water.  Now, it has not helped my migraines at all (I have a min. of 15 a month).  For my daily headaches (range 6-8 on a pain scale of 0-10 (10 is worst)), I've noticed a slight decrease in intensity (range of 5-8 now).  I do have a couple of concerns. I feel like I'm a guinea pig.  I've noticed a decrease in healing of my accidental wounds & scratches, as well as a possible interaction with my Sulfa antibiotics.  I am trying this med, because I'm desperate to get rid of my pain, and I've tried everything else out there.",6.0,Taken for 1 to 6 months,For Migraine Prevention:,"Teva Pharmaceuticals USA, Inc.",7 / 10
1983,2018-11-30,Adipex-P,phentermine,"It hasn’t been a month yet,  I started adipex one tablet daily, never believed there is such pill to help me lose weight because I was tired of everything I tried, nothing worked out, until I started this miracle pill, as I said within 3 weeks I went down from 190 lbs to 169 lbs unbelievable!!! I'm so happy with my result, my goal is to go down to 155 lb or around... I’m 5’6",9.0,Taken for less than 1 month,For Weight Loss:,"Teva Pharmaceuticals USA, Inc.",
1984,2018-11-30,Qvar,beclomethasone,"Second time in the year with oral thrush. The redihaler sucks. Have been using Qvar since it’s inception in the market. Not a single episode of thrush with the other packaging (a mere, simple, all known pump). And the worst is that the pump presentation was completely substituted by the ready haler. The product goes into all your mouth crevices. Terrible presentation. 
At this pace I could have 4 episodes of thrush yearly and there is no other option but the redihaler. As indicated in the package I rinse my mouth.",5.0,Taken for 10 years or more,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",7 / 10
1985,2018-11-29,levonorgestrel,levonorgestrel,"I took this pill 48hours after I had unprotected sex (the day before I started ovulation) I’ve had slight cramping and lower stomach tightness. It has been 8 days since I had unprotected sex and I started spotting, I don’t think it is my period because it was very light and it only lasted a few hours. I’m also not supposed to start my period until December 10th and it’s November 28th so I really hope I’m not pregnant.",7.0,,For Emergency Contraception:,"Teva Pharmaceuticals USA, Inc.",6 / 10
1986,2018-11-29,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,I started taking this pill a month ago after switching from novium 777  it was a great pill I had no side effects but a super light period. While taking nortrel 777 I was nausea when I first started taking them but hasn't happen since the first week. It didn't  make the cramps go aways. Although other than that it seems to be working fine.,3.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",
1987,2018-11-29,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,"Am i pregnant? No. Do I hate my body? Yes. I haven't stopped taking this birth control yet but boy, I am READY to stop. I'm solely taking it until I can get an appointment with my doctor and switch to something else and am trying not to get pregnant in the meantime. I went on Junel and in the beginning it seemed fine, but I got acne out the wazoo in my jaw area and started getting cystic acne around my face that HURT. I gained probably 5-10 pounds as well and my nausea was so unbelievably horrendous, I had to resort to leftover zofran I had from a prior stomach flu. I went off of it for a couple months and tried sprintec but I had a full on period in the middle of the pack and bled so much it was unreal, so I went back on Junel in an effort to get that under control and have needed to switch to something new ever since. This was the first bc I've been on birth control ever so I know I still need some trial and error and I'll be looking into something new",5.0,Taken for 6 months to 1 year,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
1988,2018-11-28,levonorgestrel,levonorgestrel,"I also took Aftera at the beginning of Oct on the my last day of period, spotted around Oct 22nd, next full period started today Nov 26th. (8weeks later) It works as long as you don’t take it while ovulating according to older posts and it could delay your period for a month or 2 like me depending on how your body handles it.",7.0,,For Emergency Contraception:,"Teva Pharmaceuticals USA, Inc.",8 / 10
1989,2018-11-28,levonorgestrel,levonorgestrel,"My name is keke me and my partner had sex  on 11/3/2018 using protection but the condom popped. I visited pharmacy to buy plan b , I ended up settling for Aftera not just cause it was cheaper but because it was my only option . I took it with in 72 like it says , I was nervous I had no side effects at all just my stomach felt a little tight.  But all good.",7.0,,For Emergency Contraception:,"Teva Pharmaceuticals USA, Inc.",10 / 10
1990,2018-11-27,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,I have been on this birth control pill going on about 2 months now. The pill was suppose to stop my menstrual cycle due to severe cramps and inability to function when on my cycle. I originally was on Vyflema but the prescription changed when I went to different pharmacy and how the regime was suppose to be taken changed as well. Problems started as minor spotting and very mild cramps to continuous spotting/bleeding and cramps everyday for the past 3 weeks. I thought at first it was because my body was trying to get use to skipping the placebo pills from the first pack however everyday the bleeding and cramping got worse during the second pack. I called my doctor today to have me switched to something else.,5.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
1991,2018-11-26,Gianvi,drospirenone/ethinyl estradiol,This has been the worst experience of my life. I’m doing nothing but bleeding and bleeding and bleeding constantly for the past 5 months. Coming from someone who used to have bad anxiety and overcame it mostly... it has made me have anxiety attack’s a few times a week. I feel lack of motivation don’t know if that’s due to my constant period or the medicine. I’ve never had a good experience with any BC pill or depo shot.,6.0,Taken for 6 months to 1 year,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",1 / 10
1992,2018-11-18,Qvar RediHaler,beclomethasone,The QVAR red inhaler has a terrible taste. It taste like anti itch medicine. I don't like how I have to wash my mouth out after and can't swallow. I liked my old QVAR inhaler. It has been really smokey so I have to use more. I don't like how you don't have a button to press. I felt like I have more control over my inhaler when I can push it down. I also feel like I get more medicine in with my spacer. I am going to the doctor and begging them to prescribe me to a different inhaler.,2.0,Taken for 2 to 5 years,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",
1993,2018-11-17,fluticasone/salmeterol,,"I have moderate persistent asthma and severe allergies. I was taking a different medication and had several all night asthma attacks, daily episodes, and pleurisy for months. My doctor switched me to Advair 250/50 three days ago and the difference is night and day. Today is the first day in three months that I haven’t had any symptoms. I feel like a new person. Adviar is the best asthma medication I’ve tried, and today, I’m enjoying breathing deeply!",6.0,Taken for less than 1 month,"Advair Diskus (fluticasone / salmeterol) for Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",8 / 10
1994,2018-11-16,clindamycin/tretinoin,,"I was prescribed this and at first it was working well, but after about a week of using this product the area that I was applying the gel got a terrible rash. It took the acne away but looked almost like a burn mark and was quite painful. Would not recommend.",8.0,Taken for less than 1 month,For Acne:,"Teva Pharmaceuticals USA, Inc.",1 / 10
1995,2018-11-15,ethinyl estradiol/levonorgestrel,ethinyl estradiol/levonorgestrel,Like many others I was switched to Portia after Levora (which I loved!) was discontinued. Have to begin by saying I was skeptical of the whole gaining weight or having mood swings while on birth control stories but man did this pill mess with me. Giving it 3 stars bc it shortened & decreased my pain during menstruation immensely but it wasn’t worth the massive mood swings (namely unwarranted irritation & then extreme depression)— that just came out of nowhere about two months into taking this pill. My appetite also majorly increased & was much insatiable which was kind of a bummer. I think I gave Portia a fair shot but after about 4-5 months I’m switching to a diff pill—I understand everybody is different so this may work for some but definitely not for me.,4.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
1996,2018-11-15,Aviane,ethinyl estradiol/levonorgestrel,"THIS IS THE BEST BIRTH CONTROL PILL EVER!
I wanted to share my experience with everyone because after choosing a wrong pill before I realized how important it is to search to find the right pill. I'm on my 3rd month so far and I see no effect on myself. My weight is the same, my skin is the same, I don't have nausea or a headache (as I experienced on my previous pill called Esme) My mood is normal as how I am as usual. I loved this pill because I see no effect. So, I can move on to my life like I'm not on a pill. I started this pill after reading so many good comments about it and I definitely recommend it!!!",6.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",10 / 10
1997,2018-11-15,Qvar RediHaler,beclomethasone,"Worked well for me before they changed the inhaler type. Now it is a challenge to get the medicine in my lungs properly; it's hard for me to take deep breaths because of my asthma. Just bought a new one because the last one stopped working at 40 doses left. As soon as I opened the cap, medicine sprayed out on its own, and I had to hurry to put my mouth over it. Don't even know if I got enough of the dose, but I hope so since the price went up significantly. Anxious to use it again, I'm afraid all the propellant might come out of mine too like a previous reviewer stated if it's doing all that on its own.

Thanks.",2.0,Taken for 6 months to 1 year,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",4 / 10
1998,2018-11-14,levonorgestrel,levonorgestrel,"I took Aftera about 2 hours after unprotected sex and it worked. The condom came off inside of me, so my  partner and I drove to CVS immediately and got Aftera for $44. I don't like to take meds on an empty stomach, so I took it after we got lunch. 

This happened and I knew my period was due 12 days later. I remember 5 days during the week after I took Aftera that I had short, 2-minute long periods of intense back cramps. It felt like someone shoved a pole down my spine, but it only lasted 2 minutes a day during each of the 5 days. 

As I mentioned, my period was due 12 days later. I actually got it on the 11 day, so early and damn near close to on time! The period was a bit heavier and more symptomatic than usual-I experienced a bad headache that lasted for all of Day 3, and I was very fatigued on Days 2-4.

These symptoms weren't too bad. I was worried after reading these reviews, but my friend/potential partner and I are so relieved.",7.0,,For Emergency Contraception:,"Teva Pharmaceuticals USA, Inc.",10 / 10
1999,2018-11-14,Qvar RediHaler,beclomethasone,"The new design for QVAR sucks! It's very difficult to use and  it's hard to tell if it's working. The old push, release spray, and breath was much better. It's hard to  tell if anything is getting into my lungs. Combine the fact that the RediHaler is a very poor design with the fact that the medication is very overpriced--I'll be looking for an alternative inhaler.",2.0,Taken for 2 to 5 years,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",1 / 10
2000,2018-11-13,Adipex-P,phentermine,"I started Adipex on 11/8/2018,  I am 5'5 , I weighed in at 243lb at the time. It is now my 5th day and I have already lost 9lbs.  I am only taking half of the pill because the Dr. thought I should gradually increase after seeing what side effects I would have. At this time but have following a 1200 calorie intake. Side effects have been dry mouth and blurry vision and high heart rate but it is tampering down now that my body is adjusting. I love the pill but the only downside is the blurry vision.   I will continue to take to see if this stops if not I will just follow good eating habits and hit the gym",9.0,Taken for less than 1 month,For Weight Loss:,"Teva Pharmaceuticals USA, Inc.",7 / 10
2001,2018-11-12,Kariva,desogestrel/ethinyl estradiol,"I have been on Kariva for a year now. I have a heart arrythmia that is aggravated my fluctuating hormones. It has always been more of an issue right before my period due to hormone changes, and is a PMS symptom for me. I see a cardiologist that has me on medication to control my arrhythmia on a daily basis. If my hormones are out of wack, my heart medicine can’t completely control the heart palpitations. I was having hormone related issues so my gyno put me on Kariva to help with everything. However throughout the month, I have breakthrough bleeding, bloating, mild cramps...right before this my heart arrhythmia goes crazy. I don’t feel like the Kariva is regulating my hormones properly. I do take the Kariva at the same time every day and never miss a dose. I have also developed extreme anxiety which only started after taking this BC. It also kills your sex drive. I will be asking for an alternative when I see my doctor next month. I have taken other BCs in the past with no issues.",5.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
2002,2018-11-12,ProAir HFA,albuterol,3rd time getting this inhaler and it’s the 3rd time ProAir stopped administering the medicine early. This last time is the worst. Less than a week with 175 counters and it’s empty. Anyone have this???,3.0,Taken for less than 1 month,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",1 / 10
2003,2018-11-12,Camrese,ethinyl estradiol/levonorgestrel,"I’ve only been taking camrese for a few weeks now (almost a month) and I’ve noticed I’m hungry all the time, I also have had mood swings I’m just now adjusting and not feeling sad all the time, I also have had some minor cramping, as well as occasional breakouts that fortunately go away within a day or two. However, I haven’t been taking this for very so long so these side effects may go away. Hopefully!",5.0,Taken for less than 1 month,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",6 / 10
2004,2018-11-12,levonorgestrel,levonorgestrel,"I mean it got the job done, but my period was missed all month and it gave me the biggest pregnancy scare ever ! I got bad cramps and no period, and I felt fatigue and nauseous some days- I truly thought I was pregnant. It delayed my period a lot and I got bad symptoms and a weird odor ? Only gave it some stars because I ended up getting my period so woohoo!",7.0,Taken for less than 1 month,For Emergency Contraception:,"Teva Pharmaceuticals USA, Inc.",5 / 10
2005,2018-11-11,Tri-Sprintec,ethinyl estradiol/norgestimate,"I began taking this for my period, which was really heavy and came with terrible cramps. While I was on it, I experienced terrible cramps. I have genetically good skin, but this medication gave me the worst acne of my life. It was embarrassing, not to mention painful. It also made me incredibly depressed, and I’d find myself cancelling plans with some of my favorite people to stay home and cry. I have decided to go off of it, and I am very excited to get back to normal. Based on other reviews I have read, many women have gone through similar experiences to mine.",5.0,,For Abnormal Uterine Bleeding:,"Teva Pharmaceuticals USA, Inc.",1 / 10
2006,2018-11-10,ProAir RespiClick,albuterol,"This pump is a joke I just sprung $52 out of pocket on this and was so disappointed!
DON'T BUY THIS",1.0,,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",1 / 10
2007,2018-11-09,Qvar,beclomethasone,"I’ve tried using Qvar on 3 separate occasions, each time I use it, it causes asthma symptoms (wheezing, shortness of breath), which means I have to take my rescue inhaler or albuteral right after taking Qvar. I refuse to take this medicine again! Does more harm than good!!",5.0,Taken for less than 1 month,"For Asthma, Maintenance:","Teva Pharmaceuticals USA, Inc.",1 / 10
